,path,label
0,./images/109228.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1,./images/240772.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2,./images/66317.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
3,./images/177858.png,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
4,./images/1303889.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
5,./images/82009.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,./images/830968.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
7,./images/98331.png,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
8,./images/95289.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
9,./images/54805.png,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
10,./images/59520.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
11,./images/283883.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,./images/255198.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
13,./images/2261331.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
14,./images/468445.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
15,./images/4324274.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
16,./images/1822382.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
17,./images/112459.png,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
18,./images/102299.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
19,./images/195778.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,./images/287717.png,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
21,./images/1439562.png,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
22,./images/1231277.png,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
