imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
477449,http://www.imdb.com/title/tt477449,MC5: Kick Out the Jams (1999),7.5,Documentary|Short|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjg0NWVjNzYtMjA0MC00ZmIyLWI3M2UtMmNjODk3YzM3ZmUxXkEyXkFqcGdeQXVyNDY0NjEwNTE@._V1_UY268_CR1,0,182,268_AL_.jpg"
1759682,http://www.imdb.com/title/tt1759682,The Loving Story (2011),7.7,Documentary|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NTgxOTU3Ml5BMl5BanBnXkFtZTcwNDU2OTgxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1827372,http://www.imdb.com/title/tt1827372,Boca do Lixo (2010),5.7,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMDk1OTQyM15BMl5BanBnXkFtZTcwODYwNjI0NA@@._V1_UY268_CR2,0,182,268_AL_.jpg"
1872181,http://www.imdb.com/title/tt1872181,The Amazing Spider-Man 2 (2014),6.7,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
57960,http://www.imdb.com/title/tt57960,Comizi d'amore (1964),7.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTI0MzUxNF5BMl5BanBnXkFtZTcwMTQxNjEyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
2131523,http://www.imdb.com/title/tt2131523,Graceland (2012),6.7,Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDI4NTIzN15BMl5BanBnXkFtZTcwOTM1MzcxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
70788,http://www.imdb.com/title/tt70788,That'll Be the Day (1973),6.7,Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5Mjc0ODIxMF5BMl5BanBnXkFtZTcwNjg4NTIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
75014,http://www.imdb.com/title/tt75014,Dragonfly (1976),5.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2Njg1MjgzMV5BMl5BanBnXkFtZTcwMjgwOTc2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
70704,http://www.imdb.com/title/tt70704,The Slams (1973),5.9,Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOThlMzNiMjAtMzFkNy00NDU3LTk3ZmEtMTI3MmY2MTYzMDE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3139072,http://www.imdb.com/title/tt3139072,Son of Batman (2014),6.7,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjdkZWFhNzctYmNhNy00NGM5LTg0Y2YtZWM4NmU2MWQ3ODVkXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
